0.6863905325	0.16
0.6134122288	0.2
0.7317554241	0.12
0.0157790927	0.88
0.5976331361	0.32
0.607495069	0.24
0.0098619329	0.92
0.5917159763	0.36
0.6015779093	0.28
0.0059171598	0.96

0.0039447732	1
1	0.04
0.3353057199	0.72
0.5897435897	0.4
0.8047337278	0.08
0.1400394477	0.76
0.7258382643	0.16
0.134122288	0.8
0.6134122288	0.2
0.0216962525	0.84
0.7317554241	0.12
0.0157790927	0.88
0.5956607495	0.36
0.607495069	0.24
0.0098619329	0.92
0.6015779093	0.28
0.5996055227	0.32
0.0059171598	0.96

0.0039447732	1
1	0.04
0.3353057199	0.72
0.5897435897	0.4
0.1400394477	0.76
0.8047337278	0.08
0.134122288	0.8
0.0216962525	0.84
0.6863905325	0.16
0.6134122288	0.2
0.7317554241	0.12
0.5956607495	0.36
0.0157790927	0.88
0.607495069	0.24
0.0098619329	0.92
0.6015779093	0.28
0.0059171598	0.96
0.5976331361	0.32

0.0039447732	1
1	0.04
0.3353057199	0.72
0.5897435897	0.4
0.1400394477	0.76
0.8047337278	0.08
0.1282051282	0.84
0.0157790927	0.88
0.6863905325	0.16
0.7317554241	0.12
0.6134122288	0.2
0.134122288	0.8
0.607495069	0.24
0.5956607495	0.36
0.6015779093	0.28
0.0098619329	0.92
0.0059171598	0.96
0.5976331361	0.32

0.0039447732	1
1	0.04
0.3353057199	0.72
0.5917159763	0.36
0.8047337278	0.08
0.1400394477	0.76
0.134122288	0.8
0.0216962525	0.84
0.6863905325	0.16
0.7317554241	0.12
0.6134122288	0.2
0.5996055227	0.32
0.607495069	0.24
0.0157790927	0.88
0.6015779093	0.28
0.0098619329	0.92
0.0059171598	0.96

0.0039447732	1
1	0.04
0.3353057199	0.72
0.5897435897	0.4
0.8047337278	0.08
0.1400394477	0.76
0.134122288	0.8
0.0216962525	0.84
0.6863905325	0.16
0.7317554241	0.12
0.6134122288	0.2
0.0157790927	0.88
0.5976331361	0.32
0.607495069	0.24
0.0098619329	0.92
0.6015779093	0.28
0.5917159763	0.36
0.0059171598	0.96

0.0039447732	1
1	0.04
0.3353057199	0.72
0.5897435897	0.4
0.8047337278	0.08
0.1400394477	0.76
0.134122288	0.8
0.0216962525	0.84
0.6863905325	0.16
0.7317554241	0.12
0.6134122288	0.2
0.0157790927	0.88
0.607495069	0.24
0.5976331361	0.32
0.5917159763	0.36
0.0098619329	0.92
0.6015779093	0.28
0.0059171598	0.96

0.0039447732	1
1	0.04
0.3353057199	0.72
0.5897435897	0.4
0.8047337278	0.08
0.1400394477	0.76
0.134122288	0.8
0.0216962525	0.84
0.6863905325	0.16
0.7317554241	0.12
0.6134122288	0.2
0.607495069	0.24
0.5976331361	0.32
0.0157790927	0.88
0.6015779093	0.28
0.0098619329	0.92
0.5917159763	0.36
0.0059171598	0.96
	
0.0039447732	1
1	0.04
0.3353057199	0.72
0.5897435897	0.4
0.8047337278	0.08
0.1400394477	0.76
0.134122288	0.8
0.0216962525	0.84
0.6863905325	0.16
0.6134122288	0.2
0.7317554241	0.12
0.5976331361	0.32
0.607495069	0.24
0.0157790927	0.88
0.0098619329	0.92
0.5917159763	0.36
0.6015779093	0.28
0.0059171598	0.96
	
0.0039447732	1
1	0.04
0.3353057199	0.72
0.5956607495	0.36
0.8047337278	0.08
0.1400394477	0.76
0.134122288	0.8
0.0216962525	0.84
0.6863905325	0.16
0.6134122288	0.2
0.7317554241	0.12
0.0157790927	0.88
0.607495069	0.24
0.0098619329	0.92
0.6015779093	0.28
0.5976331361	0.32
0.0059171598	0.96

